id_nasabah,nama_nasabah,income,dsr,ltv,dpd,durasi_pinjaman,status_pekerjaan,usia,kode_pos,default
CIF-018389,"Dedi Nasution",11443809,0.34,0.43,12,15,Buruh,32,Lainnya,0
CIF-018390,"Lestari Setiawan",1932294,0.04,0.32,10,40,Wiraswasta,48,Jakarta,0
CIF-018391,"Surya Utami",1257930,0.06,0.13,11,12,PNS,37,Surabaya,0
CIF-018392,"Mega Santoso",9011962,0.55,0.55,8,18,PNS,34,Jakarta,0
CIF-018393,"Bayu Lestari",13416423,0.02,0.22,9,48,PNS,35,Jakarta,0
CIF-018394,"Dian Firmansyah",9230968,0.54,0.54,10,12,Lainnya,27,Bandung,0
CIF-018395,"Fajar Wijaya",10887141,0.16,0.57,7,31,Wiraswasta,46,Bandung,0
CIF-018396,"Maya Siregar",6790757,0.11,0.07,8,33,Buruh,22,Medan,0
CIF-018397,"Reza Gunawan",13010275,0.26,0.56,3,50,PNS,61,Surabaya,0
CIF-018398,"Fitri Kusuma",500000,0.08,0.4,12,57,PNS,54,Jakarta,0
CIF-018399,"Aris Wibowo",11503322,0.12,0.05,6,22,Wiraswasta,63,Jakarta,0
CIF-018400,"Wulan Hartono",5593110,0.46,0.22,9,25,Wiraswasta,50,Jakarta,0
CIF-018401,"Budi Pratama",11557984,0.4,0.44,12,55,Wiraswasta,46,Bandung,1
CIF-018402,"Siti Nugroho",1235437,0.19,0.3,7,57,Buruh,46,Medan,0
CIF-018403,"Agus Permana",9182804,0.55,0.45,10,41,Wiraswasta,58,Jakarta,0
CIF-018404,"Dewi Hidayat",10625281,0.52,0.34,11,32,Wiraswasta,64,Jakarta,1
CIF-018405,"Eko Purnomo",10697762,0.28,0.16,7,13,Buruh,25,Surabaya,1
CIF-018406,"Rini Susanto",5232028,0.23,0.26,11,57,Buruh,39,Bandung,1
CIF-018407,"Bambang Saputra",500000,0.37,0.04,4,50,Wiraswasta,45,Jakarta,0
CIF-018408,"Sri Suryono",4090811,0.41,0.13,5,42,PNS,23,Jakarta,0
CIF-018409,"Joko Nasution",16152140,0.43,0.3,11,53,PNS,64,Jakarta,1
CIF-018410,"Nur Setiawan",7453102,0.07,0.27,4,36,Buruh,22,Jakarta,0
CIF-018411,"Hendra Utami",2836734,0.33,0.54,6,19,Wiraswasta,35,Surabaya,0
CIF-018412,"Tri Santoso",18127180,0.34,0.07,6,27,Lainnya,50,Jakarta,0
CIF-018413,"Ahmad Lestari",7459381,0.44,0.27,11,19,PNS,29,Jakarta,1
CIF-018414,"Ratna Firmansyah",10193660,0.43,0.29,7,50,PNS,57,Lainnya,0
CIF-018415,"Wawan Wijaya",7320908,0.37,0.39,10,27,PNS,42,Bandung,1
CIF-018416,"Yuni Siregar",11256523,0.55,0.22,6,13,PNS,26,Surabaya,0
CIF-018417,"Rudi Gunawan",4642883,0.05,0.34,5,53,Wiraswasta,29,Medan,0
CIF-018418,"Endang Kusuma",9004308,0.53,0.21,4,39,Buruh,62,Jakarta,0
CIF-018419,"Dedi Wibowo",4955795,0.55,0.35,8,48,Lainnya,48,Jakarta,0
CIF-018420,"Lestari Hartono",10708215,0.03,0.39,7,53,Wiraswasta,36,Bandung,0
CIF-018421,"Surya Pratama",6515663,0.2,0.3,6,52,Wiraswasta,39,Surabaya,0
CIF-018422,"Mega Nugroho",16428866,0.04,0.03,6,44,PNS,34,Jakarta,0
CIF-018423,"Bayu Permana",7254964,0.17,0.06,11,48,Buruh,62,Jakarta,1
CIF-018424,"Dian Hidayat",14378755,0.14,0.3,8,46,Buruh,46,Bandung,0
CIF-018425,"Fajar Purnomo",6130446,0.04,0.34,6,53,PNS,59,Jakarta,0
CIF-018426,"Maya Susanto",6538670,0.29,0.33,10,29,Buruh,26,Bandung,0
CIF-018427,"Reza Saputra",15408500,0.09,0.46,3,53,PNS,56,Jakarta,0
CIF-018428,"Fitri Suryono",2000550,0.18,0.05,15,30,Wiraswasta,52,Medan,0
CIF-018429,"Aris Nasution",12204721,0.45,0.45,5,36,Wiraswasta,40,Surabaya,0
CIF-018430,"Wulan Setiawan",8046818,0.56,0.51,8,30,Wiraswasta,22,Jakarta,0
CIF-018431,"Budi Utami",6528132,0.12,0.44,5,31,PNS,32,Surabaya,1
CIF-018432,"Siti Santoso",5722571,0.04,0.4,5,38,Buruh,25,Surabaya,0
CIF-018433,"Agus Lestari",14503480,0.48,0.57,6,18,Buruh,29,Medan,0
CIF-018434,"Dewi Firmansyah",1479862,0.25,0.14,7,52,PNS,60,Jakarta,0
CIF-018435,"Eko Wijaya",10952301,0.53,0.22,4,20,Buruh,30,Jakarta,0
CIF-018436,"Rini Siregar",500000,0.51,0.43,11,34,Buruh,62,Surabaya,0
CIF-018437,"Bambang Gunawan",500000,0.45,0.49,9,34,Wiraswasta,62,Bandung,0
CIF-018438,"Sri Kusuma",3576691,0.08,0.4,8,41,PNS,27,Jakarta,0
CIF-018439,"Joko Wibowo",10566925,0.29,0.3,7,27,Buruh,42,Surabaya,0
CIF-018440,"Nur Hartono",10391299,0.09,0.48,6,46,Buruh,39,Medan,0
CIF-018441,"Hendra Pratama",2471336,0.3,0.25,10,35,Wiraswasta,54,Jakarta,0
CIF-018442,"Tri Nugroho",12678419,0.07,0.33,5,13,Wiraswasta,57,Surabaya,0
CIF-018443,"Ahmad Permana",9688268,0.58,0.49,11,55,PNS,29,Jakarta,1
CIF-018444,"Ratna Hidayat",6739131,0.58,0.26,6,19,Buruh,55,Jakarta,0
CIF-018445,"Wawan Purnomo",10744831,0.01,0.5,8,54,Wiraswasta,41,Surabaya,0
CIF-018446,"Yuni Susanto",2570670,0.31,0.12,3,55,Buruh,36,Bandung,0
CIF-018447,"Rudi Saputra",7686225,0.54,0.16,8,33,PNS,48,Jakarta,0
CIF-018448,"Endang Suryono",500000,0.39,0.49,7,15,PNS,63,Jakarta,0
CIF-018449,"Dedi Nasution",8866645,0.03,0.25,5,31,Buruh,36,Medan,0
CIF-018450,"Lestari Setiawan",8680882,0.03,0.11,6,27,PNS,63,Jakarta,0
CIF-018451,"Surya Utami",1649280,0.3,0.14,7,17,Buruh,41,Jakarta,0
CIF-018452,"Mega Santoso",5822699,0.28,0.41,7,24,Buruh,29,Surabaya,1
CIF-018453,"Bayu Lestari",11359866,0.57,0.24,3,45,Wiraswasta,52,Jakarta,0
CIF-018454,"Dian Firmansyah",1908811,0.38,0.24,6,33,PNS,36,Lainnya,0
CIF-018455,"Fajar Wijaya",4048847,0.19,0.58,5,50,Buruh,28,Jakarta,1
CIF-018456,"Maya Siregar",15018587,0.22,0.47,2,33,Lainnya,63,Jakarta,0
CIF-018457,"Reza Gunawan",8040399,0.17,0.12,10,28,PNS,54,Lainnya,0
CIF-018458,"Fitri Kusuma",10996068,0.03,0.39,14,55,PNS,56,Surabaya,0
CIF-018459,"Aris Wibowo",500000,0.3,0.57,7,21,Wiraswasta,62,Lainnya,0
CIF-018460,"Wulan Hartono",6603903,0.25,0.3,9,37,PNS,49,Jakarta,0
CIF-018461,"Budi Pratama",19882382,0.23,0.57,6,39,Wiraswasta,63,Jakarta,0
CIF-018462,"Siti Nugroho",16821464,0.55,0.18,5,44,Buruh,22,Jakarta,0
CIF-018463,"Agus Permana",14433245,0.51,0.45,9,50,Wiraswasta,46,Lainnya,0
CIF-018464,"Dewi Hidayat",4009267,0.5,0.52,11,31,Wiraswasta,34,Surabaya,0
CIF-018465,"Eko Purnomo",11833103,0.18,0.47,7,53,Buruh,24,Surabaya,0
CIF-018466,"Rini Susanto",500000,0.31,0.25,9,56,PNS,56,Surabaya,0
CIF-018467,"Bambang Saputra",9961207,0.21,0.52,6,48,PNS,39,Lainnya,0
CIF-018468,"Sri Suryono",4427912,0.36,0.31,7,23,PNS,43,Bandung,0
CIF-018469,"Joko Nasution",18814916,0.41,0.56,6,25,Wiraswasta,50,Jakarta,0
CIF-018470,"Nur Setiawan",6754572,0.44,0.08,5,21,Buruh,28,Surabaya,0
CIF-018471,"Hendra Utami",9564539,0.24,0.24,8,18,Wiraswasta,26,Lainnya,0
CIF-018472,"Tri Santoso",5418153,0.44,0.16,5,35,Buruh,37,Medan,0
CIF-018473,"Ahmad Lestari",4316018,0.2,0.3,7,57,Buruh,31,Jakarta,0
CIF-018474,"Ratna Firmansyah",7276136,0.27,0.24,7,25,PNS,63,Bandung,0
CIF-018475,"Wawan Wijaya",15459049,0.04,0.42,8,42,Lainnya,31,Surabaya,0
CIF-018476,"Yuni Siregar",500000,0.16,0.47,9,48,Wiraswasta,41,Jakarta,0
CIF-018477,"Rudi Gunawan",3823407,0.52,0.16,5,16,PNS,22,Jakarta,1
CIF-018478,"Endang Kusuma",7817822,0.09,0.2,7,41,Buruh,33,Bandung,0
CIF-018479,"Dedi Wibowo",5352967,0.02,0.28,6,54,PNS,39,Surabaya,0
CIF-018480,"Lestari Hartono",6346854,0.11,0.11,10,13,PNS,58,Surabaya,1
CIF-018481,"Surya Pratama",5379059,0.27,0.1,6,49,PNS,25,Surabaya,0
CIF-018482,"Mega Nugroho",7749002,0.13,0.31,9,39,Lainnya,34,Jakarta,0
CIF-018483,"Bayu Permana",2548805,0.24,0.39,7,44,PNS,56,Jakarta,0
CIF-018484,"Dian Hidayat",9732142,0.48,0.3,7,24,Wiraswasta,59,Lainnya,0
CIF-018485,"Fajar Purnomo",15176380,0.43,0.48,8,12,PNS,55,Medan,0
CIF-018486,"Maya Susanto",9387474,0.13,0.54,7,47,PNS,35,Medan,0
CIF-018487,"Reza Saputra",16650471,0.18,0.11,7,16,PNS,51,Bandung,0
CIF-018488,"Fitri Suryono",10980345,0.44,0.22,6,16,Buruh,24,Surabaya,0
CIF-018489,"Aris Nasution",6953051,0.03,0.34,11,18,Lainnya,43,Jakarta,0
CIF-018490,"Wulan Setiawan",4970310,0.45,0.49,8,35,PNS,44,Jakarta,0
CIF-018491,"Budi Utami",9504661,0.06,0.04,9,14,PNS,57,Jakarta,0
CIF-018492,"Siti Santoso",14010659,0.07,0.16,8,45,Wiraswasta,61,Surabaya,0
CIF-018493,"Agus Lestari",500000,0.14,0.48,2,21,Buruh,58,Surabaya,0
CIF-018494,"Dewi Firmansyah",5369775,0.31,0.51,5,22,Lainnya,29,Bandung,0
CIF-018495,"Eko Wijaya",3425892,0.15,0.57,13,51,PNS,44,Bandung,0
CIF-018496,"Rini Siregar",10900519,0.17,0.05,6,48,PNS,45,Jakarta,0
CIF-018497,"Bambang Gunawan",6857604,0.48,0.16,7,57,Buruh,64,Lainnya,0
CIF-018498,"Sri Kusuma",9678980,0.21,0.3,11,26,Buruh,43,Surabaya,0
CIF-018499,"Joko Wibowo",14288413,0.39,0.13,13,38,PNS,55,Jakarta,0
CIF-018500,"Nur Hartono",3126849,0.16,0.22,11,45,Wiraswasta,59,Surabaya,0
CIF-018501,"Hendra Pratama",14184482,0.05,0.36,9,41,Wiraswasta,60,Bandung,0
CIF-018502,"Tri Nugroho",500000,0.03,0.5,2,22,Wiraswasta,35,Bandung,0
CIF-018503,"Ahmad Permana",9507552,0.16,0.14,9,25,Wiraswasta,22,Jakarta,0
CIF-018504,"Ratna Hidayat",500000,0.33,0.24,6,51,Buruh,40,Surabaya,0
CIF-018505,"Wawan Purnomo",8131145,0.2,0.37,0,45,Buruh,63,Lainnya,0
CIF-018506,"Yuni Susanto",5027624,0.23,0.04,7,34,Lainnya,53,Jakarta,0
CIF-018507,"Rudi Saputra",6452432,0.03,0.26,12,14,PNS,28,Medan,0
CIF-018508,"Endang Suryono",6151240,0.47,0.15,11,19,Buruh,52,Surabaya,1
CIF-018509,"Dedi Nasution",6481784,0.54,0.53,1,48,Lainnya,25,Jakarta,0
CIF-018510,"Lestari Setiawan",10292610,0.4,0.57,9,27,Buruh,22,Surabaya,0
CIF-018511,"Surya Utami",7474786,0.18,0.58,12,37,PNS,51,Jakarta,0
CIF-018512,"Mega Santoso",9076454,0.3,0.04,14,58,PNS,45,Jakarta,0
CIF-018513,"Bayu Lestari",6536046,0.44,0.28,4,50,Wiraswasta,29,Bandung,0
CIF-018514,"Dian Firmansyah",2600100,0.38,0.09,3,24,Wiraswasta,60,Surabaya,0
CIF-018515,"Fajar Wijaya",8590492,0.34,0.49,11,53,Wiraswasta,42,Medan,0
CIF-018516,"Maya Siregar",21734406,0.29,0.34,5,54,PNS,43,Jakarta,0
CIF-018517,"Reza Gunawan",14168476,0.18,0.19,16,44,PNS,34,Jakarta,0
CIF-018518,"Fitri Kusuma",2412804,0.34,0.5,8,42,PNS,63,Surabaya,0
CIF-018519,"Aris Wibowo",1617971,0.28,0.49,9,50,PNS,39,Jakarta,0
CIF-018520,"Wulan Hartono",15781927,0.09,0.45,14,15,PNS,38,Jakarta,0
CIF-018521,"Budi Pratama",6947631,0.11,0.55,8,55,PNS,61,Jakarta,1
CIF-018522,"Siti Nugroho",6844084,0.27,0.16,3,49,Buruh,48,Bandung,0
CIF-018523,"Agus Permana",12820466,0.33,0.47,11,45,Buruh,59,Lainnya,1
CIF-018524,"Dewi Hidayat",9020284,0.4,0.52,8,43,Buruh,22,Jakarta,0
CIF-018525,"Eko Purnomo",24870259,0.34,0.5,8,39,Lainnya,48,Medan,1
CIF-018526,"Rini Susanto",6055641,0.58,0.21,8,12,Wiraswasta,51,Jakarta,0
CIF-018527,"Bambang Saputra",11236621,0.26,0.36,7,31,PNS,30,Lainnya,0
CIF-018528,"Sri Suryono",11501824,0.41,0.29,14,12,Wiraswasta,23,Medan,0
CIF-018529,"Joko Nasution",11494736,0.5,0.53,8,32,PNS,22,Surabaya,0
CIF-018530,"Nur Setiawan",10109303,0.07,0.07,3,17,PNS,41,Surabaya,0
CIF-018531,"Hendra Utami",6180815,0.46,0.51,7,27,PNS,46,Lainnya,0
CIF-018532,"Tri Santoso",9090173,0.52,0.05,5,16,PNS,48,Bandung,0
CIF-018533,"Ahmad Lestari",16213288,0.34,0.05,5,29,Buruh,57,Surabaya,0
CIF-018534,"Ratna Firmansyah",3589066,0.14,0.12,7,16,Buruh,33,Bandung,1
CIF-018535,"Wawan Wijaya",5898678,0.25,0.44,6,14,Wiraswasta,64,Jakarta,0
CIF-018536,"Yuni Siregar",4523550,0.04,0.34,7,29,Wiraswasta,50,Bandung,1
CIF-018537,"Rudi Gunawan",9462417,0.33,0.52,9,40,PNS,45,Lainnya,0
CIF-018538,"Endang Kusuma",7003116,0.53,0.33,12,14,Buruh,56,Lainnya,0
CIF-018539,"Dedi Wibowo",7232446,0.11,0.12,11,14,Buruh,47,Jakarta,1
CIF-018540,"Lestari Hartono",5048431,0.53,0.2,6,38,PNS,47,Jakarta,1
CIF-018541,"Surya Pratama",4276070,0.16,0.28,6,35,PNS,30,Jakarta,0
CIF-018542,"Mega Nugroho",500000,0.48,0.46,8,28,Wiraswasta,23,Surabaya,1
CIF-018543,"Bayu Permana",5733884,0.41,0.3,11,43,PNS,35,Surabaya,0
CIF-018544,"Dian Hidayat",500000,0.27,0.38,9,21,Buruh,37,Lainnya,0
CIF-018545,"Fajar Purnomo",14843357,0.16,0.56,10,57,Wiraswasta,58,Bandung,1
CIF-018546,"Maya Susanto",500607,0.11,0.18,5,16,Wiraswasta,44,Surabaya,0
CIF-018547,"Reza Saputra",3392911,0.52,0.1,14,58,PNS,34,Surabaya,1
CIF-018548,"Fitri Suryono",9819933,0.17,0.35,11,25,Wiraswasta,63,Surabaya,0
CIF-018549,"Aris Nasution",6699559,0.21,0.05,7,24,Buruh,53,Jakarta,0
CIF-018550,"Wulan Setiawan",9938493,0.11,0.54,8,31,Lainnya,29,Surabaya,1
CIF-018551,"Budi Utami",3319764,0.24,0.02,6,51,PNS,60,Lainnya,0
CIF-018552,"Siti Santoso",6025616,0.05,0.15,8,40,Wiraswasta,22,Surabaya,0
CIF-018553,"Agus Lestari",13007647,0.52,0.2,8,47,PNS,59,Lainnya,0
CIF-018554,"Dewi Firmansyah",5454562,0.26,0.11,15,19,Buruh,49,Lainnya,0
CIF-018555,"Eko Wijaya",7196484,0.22,0.03,8,25,Buruh,36,Surabaya,0
CIF-018556,"Rini Siregar",6217876,0.26,0.32,5,14,PNS,57,Bandung,0
CIF-018557,"Bambang Gunawan",6958077,0.08,0.03,4,56,PNS,34,Surabaya,1
CIF-018558,"Sri Kusuma",8267427,0.08,0.43,5,29,Buruh,54,Medan,0
CIF-018559,"Joko Wibowo",8484687,0.19,0.55,7,37,Wiraswasta,28,Lainnya,1
CIF-018560,"Nur Hartono",20157375,0.49,0.57,5,57,PNS,36,Bandung,0
CIF-018561,"Hendra Pratama",11618538,0.59,0.11,6,20,Wiraswasta,45,Jakarta,0
CIF-018562,"Tri Nugroho",2495765,0.02,0.53,4,57,Wiraswasta,40,Jakarta,0
CIF-018563,"Ahmad Permana",5816537,0.22,0.32,7,13,PNS,45,Jakarta,0
CIF-018564,"Ratna Hidayat",12104821,0.07,0.58,8,27,PNS,51,Surabaya,0
CIF-018565,"Wawan Purnomo",8891988,0.16,0.43,9,58,Buruh,57,Jakarta,0
CIF-018566,"Yuni Susanto",13377465,0.33,0.1,12,59,Buruh,53,Jakarta,0
CIF-018567,"Rudi Saputra",4972596,0.51,0.31,6,24,PNS,56,Surabaya,0
CIF-018568,"Endang Suryono",3384589,0.11,0.26,12,43,Buruh,61,Bandung,0
CIF-018569,"Dedi Nasution",6108542,0.24,0.5,9,12,PNS,37,Jakarta,0
CIF-018570,"Lestari Setiawan",1859166,0.54,0.32,8,22,PNS,54,Surabaya,0
CIF-018571,"Surya Utami",3325993,0.59,0.37,14,22,Buruh,42,Jakarta,1
CIF-018572,"Mega Santoso",9830426,0.34,0.4,14,24,Wiraswasta,24,Jakarta,0
CIF-018573,"Bayu Lestari",17365655,0.19,0.45,4,42,Wiraswasta,57,Jakarta,0
CIF-018574,"Dian Firmansyah",7718705,0.52,0.45,7,52,Wiraswasta,60,Jakarta,0
CIF-018575,"Fajar Wijaya",5445923,0.57,0.59,6,59,Wiraswasta,58,Jakarta,0
CIF-018576,"Maya Siregar",4031278,0.3,0.14,10,48,Wiraswasta,33,Jakarta,0
CIF-018577,"Reza Gunawan",6520308,0.41,0.16,6,21,Wiraswasta,40,Jakarta,0
CIF-018578,"Fitri Kusuma",3695654,0.46,0.03,11,52,Wiraswasta,58,Jakarta,0
CIF-018579,"Aris Wibowo",9090330,0.04,0.49,10,34,Wiraswasta,35,Jakarta,0
CIF-018580,"Wulan Hartono",7304945,0.29,0.35,6,33,Buruh,35,Jakarta,0
CIF-018581,"Budi Pratama",3876433,0.41,0.1,8,40,Buruh,22,Bandung,1
CIF-018582,"Siti Nugroho",9676163,0.42,0.13,7,53,Buruh,22,Jakarta,0
CIF-018583,"Agus Permana",6671306,0.19,0.08,16,29,PNS,40,Surabaya,0
CIF-018584,"Dewi Hidayat",2840077,0.1,0.16,11,55,Wiraswasta,46,Jakarta,0
CIF-018585,"Eko Purnomo",4173096,0.52,0.42,12,56,PNS,56,Bandung,0
CIF-018586,"Rini Susanto",10843000,0.08,0.51,7,45,Wiraswasta,63,Jakarta,0
CIF-018587,"Bambang Saputra",2666044,0.16,0.29,9,35,Wiraswasta,22,Jakarta,0
CIF-018588,"Sri Suryono",4313010,0.12,0.42,7,12,Lainnya,44,Bandung,0
CIF-018589,"Joko Nasution",10512284,0.28,0.28,11,29,PNS,37,Jakarta,0
CIF-018590,"Nur Setiawan",18661957,0.53,0.54,7,32,PNS,22,Bandung,1
CIF-018591,"Hendra Utami",5746339,0.54,0.46,6,13,Buruh,57,Lainnya,0
CIF-018592,"Tri Santoso",1789169,0.56,0.25,11,48,Buruh,54,Bandung,0
CIF-018593,"Ahmad Lestari",10035451,0.18,0.14,11,25,Buruh,30,Lainnya,0
CIF-018594,"Ratna Firmansyah",6547069,0.33,0.56,7,37,Wiraswasta,63,Surabaya,0
CIF-018595,"Wawan Wijaya",2355343,0.33,0.24,10,47,Wiraswasta,57,Surabaya,0
CIF-018596,"Yuni Siregar",5078002,0.05,0.04,8,21,PNS,30,Surabaya,0
CIF-018597,"Rudi Gunawan",12944919,0.32,0.46,3,47,PNS,47,Jakarta,0
CIF-018598,"Endang Kusuma",10959210,0.41,0.05,7,18,Buruh,56,Jakarta,0
CIF-018599,"Dedi Wibowo",5687278,0.57,0.48,5,41,PNS,42,Bandung,0
CIF-018600,"Lestari Hartono",18759509,0.5,0.59,6,16,Wiraswasta,26,Jakarta,0
CIF-018601,"Surya Pratama",5902716,0.45,0.08,6,22,Buruh,24,Jakarta,0
CIF-018602,"Mega Nugroho",5945582,0.05,0.03,13,27,PNS,64,Surabaya,0
CIF-018603,"Bayu Permana",4868509,0.15,0.11,6,28,Wiraswasta,22,Jakarta,1
CIF-018604,"Dian Hidayat",6983863,0.34,0.03,6,52,PNS,35,Jakarta,0
CIF-018605,"Fajar Purnomo",4392484,0.43,0.57,11,17,Wiraswasta,42,Jakarta,1
CIF-018606,"Maya Susanto",7720545,0.55,0.18,10,22,Wiraswasta,29,Surabaya,0
CIF-018607,"Reza Saputra",2419871,0.55,0.29,7,43,Lainnya,60,Surabaya,0
CIF-018608,"Fitri Suryono",4312739,0.51,0.5,10,52,PNS,25,Bandung,0
CIF-018609,"Aris Nasution",8666456,0.28,0.4,9,47,Wiraswasta,30,Jakarta,1
CIF-018610,"Wulan Setiawan",6000403,0.39,0.25,10,54,Buruh,26,Jakarta,0
CIF-018611,"Budi Utami",4246879,0.14,0.57,14,25,PNS,27,Bandung,0
CIF-018612,"Siti Santoso",11101284,0.4,0.37,6,49,PNS,28,Jakarta,0
CIF-018613,"Agus Lestari",500000,0.51,0.32,11,17,Buruh,56,Surabaya,0
CIF-018614,"Dewi Firmansyah",500000,0.56,0.57,9,24,Buruh,56,Jakarta,1
CIF-018615,"Eko Wijaya",12965288,0.01,0.29,11,47,PNS,58,Bandung,1
CIF-018616,"Rini Siregar",500000,0.53,0.15,8,48,Lainnya,31,Surabaya,0
CIF-018617,"Bambang Gunawan",9147510,0.33,0.05,11,57,Wiraswasta,30,Jakarta,1
CIF-018618,"Sri Kusuma",6494139,0.19,0.04,6,41,Buruh,34,Jakarta,0
CIF-018619,"Joko Wibowo",500000,0.34,0.23,11,54,Buruh,64,Jakarta,1
CIF-018620,"Nur Hartono",9854450,0.38,0.24,9,53,Buruh,50,Jakarta,0
CIF-018621,"Hendra Pratama",7659576,0.54,0.14,8,50,PNS,27,Bandung,0
CIF-018622,"Tri Nugroho",10168449,0.13,0.08,9,28,Wiraswasta,55,Lainnya,0
CIF-018623,"Ahmad Permana",5988212,0.03,0.33,9,23,Buruh,38,Jakarta,0
CIF-018624,"Ratna Hidayat",11705538,0.15,0.17,7,42,Wiraswasta,24,Jakarta,0
CIF-018625,"Wawan Purnomo",14364446,0.11,0.56,4,20,PNS,26,Surabaya,0
CIF-018626,"Yuni Susanto",6648401,0.53,0.45,9,49,PNS,35,Medan,0
CIF-018627,"Rudi Saputra",4570271,0.09,0.23,10,59,PNS,26,Surabaya,0
CIF-018628,"Endang Suryono",5445767,0.13,0.46,9,22,Wiraswasta,27,Bandung,0
CIF-018629,"Dedi Nasution",6226642,0.3,0.15,7,22,PNS,55,Jakarta,0
CIF-018630,"Lestari Setiawan",10409725,0.15,0.32,7,48,Buruh,58,Jakarta,0
CIF-018631,"Surya Utami",7582949,0.18,0.22,12,14,PNS,58,Bandung,0
CIF-018632,"Mega Santoso",1067331,0.2,0.44,6,48,Wiraswasta,42,Bandung,0
CIF-018633,"Bayu Lestari",7429617,0.52,0.32,12,53,Buruh,43,Surabaya,0
CIF-018634,"Dian Firmansyah",9351855,0.34,0.25,9,28,Wiraswasta,31,Jakarta,0
CIF-018635,"Fajar Wijaya",3137065,0.18,0.34,10,53,PNS,40,Jakarta,0
CIF-018636,"Maya Siregar",11767841,0.18,0.16,5,22,Wiraswasta,64,Lainnya,0
CIF-018637,"Reza Gunawan",9564672,0.05,0.13,2,42,PNS,59,Surabaya,0
CIF-018638,"Fitri Kusuma",4672466,0.19,0.43,8,54,PNS,33,Bandung,0
CIF-018639,"Aris Wibowo",4808846,0.5,0.47,5,14,PNS,64,Lainnya,0
CIF-018640,"Wulan Hartono",5452741,0.22,0.18,10,59,Buruh,26,Jakarta,0
CIF-018641,"Budi Pratama",11654615,0.4,0.14,6,44,PNS,63,Bandung,0
CIF-018642,"Siti Nugroho",19204339,0.41,0.57,6,44,Buruh,61,Jakarta,0
CIF-018643,"Agus Permana",2798119,0.22,0.31,10,24,PNS,63,Jakarta,0
CIF-018644,"Dewi Hidayat",5597201,0.58,0.42,9,59,PNS,41,Surabaya,0
CIF-018645,"Eko Purnomo",7051121,0.08,0.35,14,41,Wiraswasta,25,Surabaya,1
CIF-018646,"Rini Susanto",500000,0.46,0.52,7,45,PNS,52,Bandung,0
CIF-018647,"Bambang Saputra",11703298,0.31,0.46,8,42,PNS,26,Medan,0
CIF-018648,"Sri Suryono",15664485,0.52,0.42,10,37,PNS,47,Jakarta,0
CIF-018649,"Joko Nasution",15660067,0.41,0.1,8,58,Wiraswasta,47,Lainnya,0
CIF-018650,"Nur Setiawan",6489237,0.13,0.42,10,18,PNS,30,Medan,0
CIF-018651,"Hendra Utami",10323685,0.31,0.19,5,31,Buruh,35,Jakarta,0
CIF-018652,"Tri Santoso",500000,0.37,0.5,8,53,PNS,54,Bandung,0
CIF-018653,"Ahmad Lestari",14966207,0.3,0.55,6,39,PNS,45,Jakarta,0
CIF-018654,"Ratna Firmansyah",5287083,0.36,0.04,7,44,PNS,55,Bandung,1
CIF-018655,"Wawan Wijaya",6735121,0.29,0.47,8,35,Lainnya,51,Lainnya,0
CIF-018656,"Yuni Siregar",500000,0.17,0.2,3,19,PNS,61,Jakarta,0
CIF-018657,"Rudi Gunawan",8983262,0.07,0.02,6,33,Wiraswasta,46,Surabaya,0
CIF-018658,"Endang Kusuma",500000,0.02,0.26,10,54,PNS,46,Jakarta,0
CIF-018659,"Dedi Wibowo",9126589,0.07,0.46,8,49,Wiraswasta,36,Surabaya,0
CIF-018660,"Lestari Hartono",7771568,0.16,0.28,7,55,Buruh,37,Jakarta,0
CIF-018661,"Surya Pratama",2610108,0.19,0.36,9,18,PNS,37,Surabaya,0
CIF-018662,"Mega Nugroho",7560421,0.42,0.49,9,26,Wiraswasta,42,Bandung,0
CIF-018663,"Bayu Permana",13056743,0.58,0.43,7,46,Lainnya,54,Jakarta,0
CIF-018664,"Dian Hidayat",1159418,0.49,0.17,3,35,Wiraswasta,56,Jakarta,0
CIF-018665,"Fajar Purnomo",9167245,0.07,0.1,8,36,Wiraswasta,39,Bandung,0
CIF-018666,"Maya Susanto",2246904,0.47,0.46,5,42,PNS,37,Jakarta,0
CIF-018667,"Reza Saputra",7323187,0.47,0.54,9,16,Buruh,27,Jakarta,1
CIF-018668,"Fitri Suryono",2911088,0.19,0.25,5,49,PNS,45,Medan,0
CIF-018669,"Aris Nasution",4753181,0.23,0.1,6,20,PNS,37,Bandung,0
CIF-018670,"Wulan Setiawan",1046273,0.04,0.56,8,53,Lainnya,26,Surabaya,0
CIF-018671,"Budi Utami",4482603,0.51,0.55,11,46,PNS,26,Jakarta,0
CIF-018672,"Siti Santoso",6798850,0.31,0.52,7,29,Lainnya,28,Bandung,1
CIF-018673,"Agus Lestari",11191377,0.47,0.58,5,37,Wiraswasta,45,Jakarta,0
CIF-018674,"Dewi Firmansyah",2267016,0.07,0.1,8,56,Buruh,40,Jakarta,0
CIF-018675,"Eko Wijaya",2572482,0.2,0.51,6,52,Buruh,58,Jakarta,0
CIF-018676,"Rini Siregar",500000,0.03,0.51,5,28,Buruh,51,Bandung,0
CIF-018677,"Bambang Gunawan",12847816,0.4,0.31,9,18,Wiraswasta,26,Medan,0
CIF-018678,"Sri Kusuma",6561804,0.19,0.23,5,24,Wiraswasta,33,Lainnya,0
